name	score
Escape from L.A.	5.7
The Long Kiss Goodnight	6.7
Contra viento y marea	7.9
Michael	5.7
Jack	5.8
Eraser	6.1
2 Days in the Valley	6.5
Broken Arrow	6.0
Multiplicity	6.0
Set It Off	6.8
The Arrival	6.3
Garras	6.8
Big Night	7.3
D3: The Mighty Ducks	5.3
Jingle All the Way	5.5
Down Periscope	6.0
Pusher	7.4
Ransom	6.6
Evita	6.3
Last Man Standing	6.4
Phenomenon	6.4
Marvin's Room	6.7
One Fine Day	6.5
Courage Under Fire	6.6
Everyone Says I Love You	6.8
Hard Eight	7.3
Claroscuro	7.7
Daylight	5.8
The Phantom	4.9
Basquiat	6.9
She's the One	6.0
Barb Wire	3.2
Freeway	6.9
Spy Hard	5.3
The Trigger Effect	5.7
The Quest	5.5
The Fan	5.8
Bordello of Blood	5.3
Waiting for Guffman	7.6
Fly Away Home	6.8
Michael Collins	7.1
White Squall	6.6
Muppet Treasure Island	6.9
Foxfire	6.2
Secrets & Lies	8.0
Lone Star	7.5
Kazaam	2.8
The Portrait of a Lady	6.3
Eye for an Eye	6.1
The Crow: City of Angels	4.5
Bulletproof	5.8
Ghosts of Mississippi	6.7
Black Sheep	6.2
Chain Reaction	5.6
Jane Eyre	6.8
Mulholland Falls	6.2
The Glimmer Man	5.3
Dunston Checks In	5.3
The Mirror Has Two Faces	6.5
The Truth About Cats & Dogs	6.3
A Very Brady Sequel	5.6
Up Close & Personal	6.1
Homeward Bound II: Lost in San Francisco	5.9
Beautiful Thing	7.7
Flipper	5.2
The Preacher's Wife	5.5
The Evening Star	5.8
SubUrbia	6.8
House Arrest	5.7
Beavis and Butt-Head Do America	6.8
Joe's Apartment	5.4
Bad Moon	5.7
Harriet the Spy	5.9
Mother	6.9
The Substitute	5.9
A Thin Line Between Love and Hate	5.7
Flirting with Disaster	6.8
The Juror	5.6
Sgt. Bilko	5.7
Feeling Minnesota	5.4
Maximum Risk	5.4
Larger Than Life	5.6
Police Story 4: First Strike	6.6
My Fellow Americans	6.5
The Adventures of Pinocchio	5.3
Jude	7.0
Bed of Roses	6.1
Diabolique	5.3
Mary Reilly	5.8
Brassed Off	7.1
The Pallbearer	5.0
Extreme Measures	6.1
In Love and War	6.0
Trees Lounge	7.2
Citizen Ruth	7.0
Before and After	6.1
Shiloh	6.4
The Great White Hype	5.4
Ed	2.6
First Kid	5.2
Unforgettable	6.0
Night Falls on Manhattan	6.6
The Chamber	6.0
Lawnmower Man 2: Beyond Cyberspace	2.4
High School High	5.5
Mr. Toad's Wild Ride	6.3
City Hall	6.2
Mr. Wrong	3.8
Alaska	5.7
Moll Flanders	6.5
Twelfth Night or What You Will	7.3
Fled	5.3
To Gillian on Her 37th Birthday	5.8
The Funeral	6.6
Kissed	6.4
Girl 6	5.0
Curdled	5.9
Blood and Wine	6.1
Heaven's Prisoners	5.7
The Associate	6.1
Eddie	5.1
Mad Dog Time	5.5
The Stupids	4.1
Boys	4.8
Mrs. Winterbourne	6.2
I Shot Andy Warhol	6.6
Black Mask	6.1
The Sunchaser	6.2
All Dogs Go to Heaven 2	5.5
Albino Alligator	6.1
Santa with Muscles	2.4
Manny & Lo	6.7
Carpool	4.9
Mother Night	7.2
Two If by Sea	5.2
The Van	6.8
Box of Moon Light	7.3
Some Mother's Son	7.3
Bloodsport 2	4.8
The Eighth Day	7.6
Surviving Picasso	6.4
Two Much	5.4
Race the Sun	5.3
It's My Party	7.1
Ridicule	7.5
The Rich Man's Wife	5.2
Carried Away	6.4
Bogus	5.3
Phat Beach	3.9
The War at Home	7.1
Caught	6.8
Kansas City	6.3
Head Above Water	6.0
Love Is All There Is	5.1
Kids in the Hall: Brain Candy	6.9
A Summer's Tale	7.7
Celtic Pride	5.2
La Promesse	7.9
If Lucy Fell	4.9
The Secret Agent	5.8
Irma Vep	7.0
Last Dance	5.8
Shall We Dance?	7.8
The Spitfire Grill	6.9
Solo	3.9
Female Perversions	5.5
Mystery Science Theater 3000: The Movie	7.4
Titanic	7.8
Good Will Hunting	8.3
The Fifth Element	7.7
The Postman	6.0
Hercules	7.2
Life Is Beautiful	8.6
Starship Troopers	7.2
Contact	7.4
Lolita	6.9
Con Air	6.8
Boogie Nights	7.9
Men in Black	7.3
L.A. Confidential	8.3
Batman & Robin	3.7
Face/Off	7.3
The Game	7.8
Gattaca	7.8
Princess Mononoke	8.4
The Devil's Advocate	7.5
I Know What You Did Last Summer	5.6
Jackie Brown	7.5
Alien Resurrection	6.2
The Lost World: Jurassic Park	6.5
Event Horizon	6.7
Tomorrow Never Dies	6.5
Anastasia	7.1
Volcano	5.4
Donnie Brasco	7.8
As Good as It Gets	7.7
Austin Powers: International Man of Mystery	7.0
Por el lado oscuro del camino	7.6
The Rainmaker	7.1
Liar Liar	6.8
El cubo	7.3
Dante's Peak	5.9
Selena	6.7
Spawn	5.2
My Best Friend's Wedding	6.3
The Edge	6.9
Scream 2	6.1
Romy and Michele's High School Reunion	6.2
Mrs Brown	7.3
Anaconda	4.7
Gummo	6.7
Amistad	7.3
George of the Jungle	5.4
Air Force One	6.5
Mimic	5.9
Home Alone 3	4.3
Orgazmo	6.2
Bean	6.4
Perfect Blue	7.9
Seven Years in Tibet	7.0
Children of Heaven	8.4
Grosse Pointe Blank	7.4
G.I. Jane	5.9
The Full Monty	7.2
Kiss the Girls	6.6
Chasing Amy	7.3
Spice World	3.4
Absolute Power	6.7
Mortal Kombat: Annihilation	3.7
Cop Land	6.9
In & Out	6.3
Open Your Eyes	7.8
The Ice Storm	7.5
The Jackal	6.4
Camino sin retorno	6.8
Private Parts	6.8
Good Burger	5.7
Midnight in the Garden of Good and Evil	6.6
Wag the Dog	7.1
The Saint	6.2
Speed 2: Cruise Control	3.8
Vegas Vacation	5.9
The Devil's Own	6.1
Conspiracy Theory	6.7
The Borrowers	5.8
Jungle 2 Jungle	5.1
Breakdown	6.9
Flubber	5.2
Mousehunt	6.4
Fools Rush In	6.0
RocketMan	5.9
Picture Perfect	5.5
The Peacemaker	5.9
Hoodlum	6.3
Steel	2.8
The Boxer	7.1
Wilde	6.9
Inventing the Abbotts	6.4
An American Werewolf in Paris	5.1
Wishmaster	5.7
Live Flesh	7.4
Beverly Hills Ninja	5.5
Fire Down Below	5.0
Air Bud	5.1
The Relic	5.7
Gridlock'd	7.0
Soul Food	7.0
Money Talks	6.2
Switchback	6.4
The Night Flier	6.0
Deconstructing Harry	7.4
Nothing to Lose	6.7
Kundun	7.0
The Castle	7.7
Dulce porvenir	7.7
Fireworks	7.9
Double Team	4.7
How to Be a Player	5.3
Wild America	6.3
Excess Baggage	5.3
B*A*P*S	4.1
Two Girls and a Guy	5.6
A Life Less Ordinary	6.4
Anna Karenina	6.4
Happy Together	7.8
Playing God	5.6
Warriors of Virtue	4.6
Red Corner	6.3
Booty Call	5.3
The Man Who Knew Too Little	6.6
Rosewood	7.2
Sin embargo es adorable	5.9
Insomnia	7.3
Fierce Creatures	6.4
Bent	7.3
Murder at 1600	6.1
Gang Related	6.5
Nightwatch	6.2
The Assignment	6.9
Suicide Kings	7.0
Nowhere	6.4
Fever Pitch	6.7
Prefontaine	6.8
Mr. Nice Guy	6.2
The Real Blonde	6.0
A Simple Wish	5.4
Addicted to Love	6.1
Mr. Magoo	3.9
One Eight Seven	6.7
Bliss	6.1
Knockin' on Heaven's Door	8.0
Cats Don't Dance	6.9
Affliction	7.0
FairyTale: A True Story	6.5
Eve's Bayou	7.3
Turbo: A Power Rangers Movie	3.5
The Wings of the Dove	7.2
Mad City	6.2
Twin Town	6.7
Free Willy 3: The Rescue	4.6
Metro	5.5
Welcome to Sarajevo	6.9
The Pest	5.0
Smilla's Sense of Snow	6.4
The Apostle	7.2
One Night Stand	5.8
A Thousand Acres	6.0
Fathers' Day	5.1
Out to Sea	6.1
Deceiver	6.7
Taste of Cherry	7.7
For Richer or Poorer	5.7
The House of Yes	6.7
That Darn Cat	4.6
Trial and Error	5.7
The Cure	7.4
8 Heads in a Duffel Bag	5.3
The Spanish Prisoner	7.3
Gone Fishin'	4.7
City of Industry	6.2
Kull the Conqueror	4.8
Trojan War	5.7
The Sixth Man	5.6
Zeus and Roxanne	5.3
McHale's Navy	4.4
Love Jones	7.4
In the Company of Men	7.3
Leave It to Beaver	5.1
The MatchMaker	6.5
Star Kid	5.4
The Beautician and the Beast	5.3
Buddy	4.8
Lawn Dogs	7.6
A Smile Like Yours	4.8
Plump Fiction	2.7
'Til There Was You	4.8
Paradise Road	6.8
Masterminds	5.2
Going All the Way	5.7
Ulee's Gold	7.1
Mrs Dalloway	6.9
The Butcher Boy	7.2
Shadow Conspiracy	4.9
Turbulence	4.8
Most Wanted	5.5
Ma Vie en Rose	7.6
Henry Fool	7.3
Dangerous Ground	4.5
Oscar and Lucinda	6.7
Shooting Fish	6.6
The End of Violence	5.6
Eight Days a Week	6.3
The Last Time I Committed Suicide	5.8
The Crazy Stranger	7.7
The Manson Family	5.5
Washington Square	6.7
Mr. Jealousy	6.5
Firelight	7.3
An Alan Smithee Film: Burn Hollywood Burn	3.5
Breaking Up	4.9
Amy Foster	6.9
Digging to China	6.9
Clockwatchers	6.5
Still Breathing	6.9
Truth or Consequences, N.M.	6.3
Character	7.8
Star Maps	5.9
Saving Private Ryan	8.6
The Big Lebowski	8.2
American History X	8.5
Mulan	7.6
Armageddon	6.6
The Truman Show	8.1
Lock, Stock and Two Smoking Barrels	8.2
Pi	7.5
There's Something About Mary	7.1
Blade	7.1
Bride of Chucky	5.4
The Parent Trap	6.5
Meet Joe Black	7.1
Practical Magic	6.2
Mercury Rising	6.1
The Thin Red Line	7.6
Ciudad en tinieblas	7.7
Wild Things	6.5
Ronin	7.3
Fear and Loathing in Las Vegas	7.7
Shakespeare in Love	7.2
Rush Hour	6.9
You've Got Mail	6.6
The Waterboy	6.1
Deep Impact	6.1
Lost in Space	5.1
A Bug's Life	7.2
Rushmore	7.7
The Prince of Egypt	7.0
The Faculty	6.4
Enemy of the State	7.3
What Dreams May Come	7.0
Out of Sight	7.0
Vampires	6.1
The Mask of Zorro	6.7
The Man in the Iron Mask	6.5
Ever After: A Cinderella Story	7.0
The Wedding Singer	6.8
Psycho	4.6
Halloween H20: 20 Years Later	5.7
Six Days Seven Nights	5.8
Fallen	7.0
Velvet Goldmine	7.0
Perturbados	5.5
Godzilla	5.3
Pleasantville	7.5
Hope Floats	5.9
Soldier	6.0
Small Soldiers	6.1
Rounders	7.4
Can't Hardly Wait	6.5
U.S. Marshals	6.5
Following	7.6
Elizabeth	7.5
Great Expectations	6.8
Half Baked	6.7
Urban Legend	5.5
Star Trek: Insurrection	6.4
Blues Brothers 2000	4.8
A Night at the Roxbury	6.2
Stepmom	6.7
Lethal Weapon 4	6.6
Patch Adams	6.7
The Avengers	3.7
Doctor Dolittle	5.3
Antz	6.6
Run Lola Run	7.7
BASEketball	6.6
Snake Eyes	6.0
El mediador	7.3
I Still Know What You Did Last Summer	4.6
The X Files	7.0
Apt Pupil	6.7
Happiness	7.8
Un ángel enamorado	6.7
54	5.8
Buffalo '66	7.5
A Perfect Murder	6.5
Sliding Doors	6.8
Sphere	6.0
The Siege	6.3
The Red Violin	7.7
The Horse Whisperer	6.6
Les Misérables	7.5
Dangerous Beauty	7.3
The Legend of 1900	8.1
The Replacement Killers	6.1
The Rugrats Movie	5.9
Bulworth	6.8
The Celebration	8.1
Very Bad Things	6.3
Jack Frost	5.3
Show Me Love	7.6
The Players Club	5.7
He Got Game	6.9
Madeline	5.9
SLC Punk!	7.5
Dirty Work	6.4
Deep Rising	6.0
I Stand Alone	7.5
Species II	4.3
A Simple Plan	7.5
Los idiotas	6.9
One True Thing	7.0
The Big Hit	6.1
The Magic Sword: Quest for Camelot	6.2
Simon Birch	6.9
Mighty Joe Young	5.6
The Newton Boys	6.0
Smoke Signals	7.2
Taxi	6.9
Belly	6.0
Celebrity	6.3
The Opposite of Sex	6.5
Thursday	7.2
Sour Grapes	5.7
A Civil Action	6.5
Phantoms	5.4
Pokémon: The First Movie - Mewtwo Strikes Back	6.0
The Object of My Affection	6.0
Black Cat, White Cat	8.1
Hard Rain	5.8
Gods and Monsters	7.5
The Odd Couple II	6.4
Slums of Beverly Hills	6.6
Pecker	6.4
Playing by Heart	7.2
How Stella Got Her Groove Back	5.6
Hush	5.3
Beloved	5.9
Waking Ned Devine	7.3
The Mighty	7.3
Escándalo	6.7
Desperate Measures	6.1
All I Wanna Do	6.7
The Dinner Game	7.7
Almost Heroes	5.8
Black Dog	5.3
Mafia!	5.5
Babe el puerquito va a la ciudad	5.8
Major League: Back to the Minors	4.5
High Art	6.7
The Last Days of Disco	6.6
Dead Man on Campus	6.1
Cousin Bette	6.2
Return to Paradise	6.9
Kuch Kuch Hota Hai	7.8
The Gingerbread Man	5.7
Twilight	6.2
Without Limits	7.2
Another Day in Paradise	6.5
Get Real	7.7
Strangeland	5.0
Acusado sin razón	6.1
Senseless	6.0
Knock Off	4.8
Paulie	6.5
Dance with Me	5.8
Hurlyburly	5.8
Tarzan and the Lost City	3.9
The Acid House	6.3
Hideous Kinky	6.1
Wide Awake	6.1
3 Ninjas: High Noon at Mega Mountain	2.8
Little Voice	7.0
Barney's Great Adventure	2.9
Central Station	8.0
Still Crazy	7.1
Love Is the Devil: Study for a Portrait of Francis Bacon	6.4
Homegrown	5.8
El secreto	6.0
Holy Man	4.9
Eternity and a Day	7.9
Zero Effect	7.0
The General	7.3
Chairman of the Board	2.3
Firestorm	4.6
Lovers of the Arctic Circle	7.8
My Giant	4.9
Hilary and Jackie	7.4
New Rose Hotel	4.9
Head On	6.4
I'll Be Home for Christmas	5.4
Hell's Kitchen	4.9
Kissing a Fool	5.6
La jugada	7.2
I Want You	6.3
Edge of Seventeen	6.8
Air Bud: Golden Receiver	4.5
Permanent Midnight	6.3
Why Do Fools Fall in Love	6.3
Your Friends & Neighbors	6.4
Clay Pigeons	6.6
The Impostors	6.5
The Proposition	6.3
After Life	7.7
Free Enterprise	7.0
Goodbye Lover	5.7
B. Monkey	6.0
The Land Girls	6.3
Safe Men	6.0
Krippendorf's Tribe	4.9
Home Fries	5.0
Meet the Deedles	3.9
Woo	3.9
Twice Upon a Yesterday	6.4
Six-String Samurai	6.7
Ride	4.5
Rudolph the Red-Nosed Reindeer	5.8
Xiu Xiu: The Sent-Down Girl	7.5
The Hi-Lo Country	6.1
Immortality	6.3
My Name Is Joe	7.5
Ringmaster	3.2
Slappy and the Stinkers	5.0
Train of Life	7.7
Savior	7.3
West Beirut	7.8
Dancing at Lughnasa	6.3
Earth	7.8
Fight Club	8.8
American Beauty	8.4
The Matrix	8.7
The Green Mile	8.5
American Pie	7.0
Eyes Wide Shut	7.3
The Mummy	7.0
The Sixth Sense	8.1
10 Things I Hate About You	7.2
Sleepy Hollow	7.4
Star Wars: Episode I - The Phantom Menace	6.5
Deep Blue Sea	5.8
Enredos de oficina	7.8
The Virgin Suicides	7.2
Cruel Intentions	6.8
Galaxy Quest	7.3
Magnolia	8.0
Austin Powers: The Spy Who Shagged Me	6.6
Never Been Kissed	6.0
The Boondock Saints	7.9
Girl, Interrupted	7.4
Toy Story 2	7.9
The Talented Mr. Ripley	7.3
Wild Wild West	4.8
Notting Hill	7.1
The Blair Witch Project	6.4
Being John Malkovich	7.8
Big Daddy	6.4
She's All That	5.8
The World Is Not Enough	6.4
End of Days	5.7
Dogma	7.4
Tarzan	7.2
Varsity Blues	6.4
Man on the Moon	7.4
Entrapment	6.3
The Iron Giant	8.0
Deuce Bigalow: Male Gigolo	5.7
The Thomas Crown Affair	6.8
Voraz	7.0
Life	6.7
October Sky	7.8
The Insider	7.9
Three Kings	7.1
La última puerta	6.7
Any Given Sunday	6.8
Bicentennial Man	6.8
Bowfinger	6.4
eXistenZ: Mundo virtual	6.8
Boys Don't Cry	7.6
The 13th Warrior	6.6
Jawbreaker	5.5
The Bone Collector	6.7
Double Jeopardy	6.4
The Straight Story	8.0
Election	7.3
Mystery Men	6.1
Drop Dead Gorgeous	6.6
The Cider House Rules	7.4
Lake Placid	5.6
Stir of Echoes	7.0
La maldición	4.9
Stuart Little, un ratón en la familia	5.9
Blast from the Past	6.6
Payback	7.1
Go	7.3
The Hurricane	7.6
8MM	6.5
House on Haunted Hill	5.6
The General's Daughter	6.3
South Park: Bigger, Longer & Uncut	7.8
The Astronaut's Wife	5.3
All About My Mother	7.9
Romance	5.3
Ghost dog - El camino del samurai	7.5
El piso 13	7.0
Mansfield Park	7.1
Idle Hands	6.2
Mystery, Alaska	6.7
A Midsummer Night's Dream	6.5
Brokedown Palace	6.4
Runaway Bride	5.5
Summer of Sam	6.6
Detroit Rock City	6.8
Bringing Out the Dead	6.8
The Messenger: The Story of Joan of Arc	6.4
The Rage: Carrie 2	4.6
Analyze This	6.7
But I'm a Cheerleader	6.6
Message in a Bottle	6.2
Stigmata	6.2
Pola X	5.8
Better Than Chocolate	6.2
Titus	7.2
Inspector Gadget	4.1
Flawless	6.4
Drive Me Crazy	5.7
For Love of the Game	6.6
Blue Streak	6.3
Superstar	5.0
Dick	6.1
Fantasia 2000	7.2
Human Traffic	7.1
Arlington Road	7.2
The Other Sister	6.5
Anna and the King	6.7
The Love Letter	5.4
Forces of Nature	5.4
The Best Man	6.7
Angela's Ashes	7.3
The End of the Affair	7.2
True Crime	6.6
Gloria	5.1
Edtv	6.1
Instinct	6.5
Random Hearts	5.1
The Wood	6.9
Virus	4.9
The Limey	7.1
Baby Geniuses	2.6
A Walk on the Moon	6.6
The War Zone	7.4
An Ideal Husband	6.9
The Story of Us	5.9
Play It to the Bone	5.4
Pushing Tin	6.0
Asterix and Obelix vs. Caesar	5.9
Sunshine	7.5
East Is East	6.9
The Deep End of the Ocean	6.3
Simplemente irresistible	5.3
Sweet and Lowdown	7.3
Mickey Blue Eyes	5.8
Holy Smoke	5.9
Music of the Heart	6.8
200 Cigarettes	5.9
Anywhere But Here	6.2
Teaching Mrs. Tingle	5.2
The Minus Man	6.2
My Favorite Martian	5.0
Jakob the Liar	6.5
Godzilla 2000	6.1
At First Sight	5.9
Ride with the Devil	6.8
Crazy in Alabama	6.3
Mumford	6.9
Tea with Mussolini	6.9
Universal Soldier: The Return	4.1
Trippin'	5.2
Jin-Roh: The Wolf Brigade	7.5
Love Stinks	5.8
The Adventures of Elmo in Grouchland	5.8
The Bachelor	5.0
Pokémon: The Movie 2000	6.0
Body Shots	5.0
Muppets from Space	6.3
Topsy-Turvy	7.4
Outside Providence	6.4
Eye of the Beholder	4.9
The Corruptor	6.0
8 ½ Women	5.8
The Color of Paradise	8.2
Cookie's Fortune	6.9
Snow Falling on Cedars	6.8
Ratcatcher	7.5
Best Laid Plans	6.2
Trick	7.2
Beau Travail	7.4
The Loss of Sexual Innocence	5.4
Three to Tango	6.1
Swiri	6.7
The Big Kahuna	6.7
Coming Soon	4.4
Wing Commander	4.2
In Dreams	5.5
The King and I	4.1
Aimee & Jaguar	7.3
In Too Deep	6.2
Julien Donkey-Boy	6.7
Rosetta	7.6
Kikujiro	7.9
Breakfast of Champions	4.6
The Out-of-Towners	5.3
Black & White	5.0
Plunkett & Macleane	6.4
Cradle Will Rock	6.9
The Mod Squad	4.2
Jesus' Son	7.0
Dudley Do-Right	3.9
Lost & Found	5.0
Grey Owl	6.0
Bats	3.7
Rescate explosivo	2.5
The Muse	5.6
Terror Firmer	6.3
Chill Factor	5.2
Onegin	6.9
Suits	4.2
A Room for Romeo Brass	7.7
Molly	5.8
Virtual Sexuality	5.0
The Girl on the Bridge	7.6
The Wind Will Carry Us	7.6
Splendor	5.9
Happy, Texas	6.3
Liberty Heights	7.1
Agnes Browne	6.6
Whiteboyz	5.3
Simpatico	4.5
My Life So Far	6.5
Marcel Proust's Time Regained	6.8
Hum Saath-Saath Hain: We Stand United	6.2
Dead or Alive	6.9
The Winslow Boy	7.4
The Road Home	7.9
Humanité	6.9
Friends & Lovers	4.5
Tumbleweeds	6.7
A Map of the World	6.7
The Omega Code	3.5
Requiem for a Dream	8.3
Gladiator	8.5
American Psycho	7.6
The Patriot	7.2
Memento	8.5
Snatch	8.3
Remember the Titans	7.8
Unbreakable	7.2
Almost Famous	7.9
Cast Away	7.8
X-Men	7.4
Hollow Man	5.7
Scary Movie	6.2
The Beach	6.6
What Lies Beneath	6.6
Malèna	7.5
Final Destination	6.7
Charlie's Angels	5.5
Road Trip	6.5
O Brother, Where Art Thou?	7.8
Gone in Sixty Seconds	6.5
The Cell	6.3
Crouching Tiger, Hidden Dragon	7.9
How the Grinch Stole Christmas	6.0
Mission to Mars	5.6
Mission: Impossible II	6.1
Bring It On	6.0
Erin Brockovich	7.3
In the Mood for Love	8.1
Miss Congeniality	6.2
Chocolat	7.3
What Women Want	6.4
Little Nicky	5.3
Traffic	7.6
Coyote Ugly	5.6
The Emperor's New Groove	7.3
Battlefield Earth	2.4
The Road to El Dorado	6.9
Pitch Black	7.1
The Replacements	6.5
Billy Elliot	7.7
Amores Perros	8.1
High Fidelity	7.5
Me, Myself & Irene	6.6
Bootmen	6.3
Best in Show	7.5
Bailando en la oscuridad	8.0
Dinosaur	6.5
Sexy Beast	7.3
Bedazzled	6.0
Meet the Parents	7.0
Scream 3	5.5
Frequency	7.4
Chicken Run	7.0
Men of Honor	7.2
The Perfect Storm	6.4
Shaft	5.9
The Whole Nine Yards	6.7
Thirteen Days	7.3
Pay It Forward	7.2
Quills	7.3
Dude, Where's My Car?	5.5
Where the Heart Is	6.8
Boiler Room	7.0
The Flintstones in Viva Rock Vegas	3.6
Nutty Professor II: The Klumps	4.3
Center Stage	6.7
Next Friday	6.1
The Gift	6.7
The Family Man	6.7
Feroz	6.8
The Legend of Bagger Vance	6.7
U-571: La batalla del Atlántico	6.6
Keeping the Faith	6.4
Shanghai Noon	6.6
All the Pretty Horses	5.8
Big Momma's House	5.1
Maelstrom	7.2
Space Cowboys	6.4
The 6th Day	5.9
28 Days	6.0
Rape Me	4.5
Vertical Limit	5.9
The Crew	5.6
Love & Basketball	7.2
Romeo Must Die	6.1
Chopper	7.2
You Can Count on Me	7.7
Dracula 2000	4.9
Autumn in New York	5.5
Finding Forrester	7.3
Titan A.E.	6.6
Shadow of the Vampire	6.9
Whatever It Takes	5.5
Dungeons & Dragons	3.6
The Adventures of Rocky & Bullwinkle	4.2
Antes que anochezca	7.3
Rules of Engagement	6.4
Reindeer Games	5.7
Red Planet	5.7
102 Dalmatians	4.8
The Little Vampire	5.7
Tigerland	7.0
Loser	5.3
Supernova	4.8
Bajo sospecha	6.5
Wonder Boys	7.4
The Kid	6.1
Get Carter	5.1
Return to Me	6.9
Nine Queens	7.9
Book of Shadows: Blair Witch 2	4.0
The Yards	6.4
Proof of Life	6.2
Ready to Rumble	5.3
The Watcher	5.3
The Skulls	5.6
Pollock	7.0
Saving Grace	6.9
Beautiful	5.4
The Crimson Rivers	6.9
The Way of the Gun	6.7
My Dog Skip	7.0
Dr. T & the Women	4.6
Thomas and the Magic Railroad	3.7
Hanging Up	4.8
Boys and Girls	5.4
Highlander: Endgame	4.6
Yi Yi	8.1
Down to You	4.9
The Weight of Water	5.9
The Ladies Man	5.1
Small Time Crooks	6.7
The Contender	7.0
The Art of War	5.7
Bamboozled	6.5
The Man Who Cried	6.2
Snow Day	5.0
The Dish	7.2
Gangster No. 1	6.8
Rugrats in Paris: The Movie	6.1
Leyenda urbana 2	4.1
Bounce	5.7
Gossip	5.9
Bless the Child	5.1
Hamlet	6.0
Werckmeister Harmonies	8.3
Code Unknown	7.2
Girlfight	6.8
Gun Shy	5.7
Lost Souls	4.8
Cecil B. DeMented	6.2
Together	7.5
Songcatcher	7.2
Woman on Top	5.3
Dancing at the Blue Iguana	5.8
Brother	7.2
Lucky Numbers	5.0
Duets	6.0
Animal Factory	6.6
Psycho Beach Party	6.3
George Washington	7.4
State and Main	6.8
Ed Gein	5.6
Songs from the Second Floor	7.7
Tadpole	6.2
The In Crowd	4.6
The Broken Hearts Club: A Romantic Comedy	7.0
Drowning Mona	5.6
Love's Labour's Lost	6.1
Nurse Betty	6.2
The Million Dollar Hotel	5.9
Hey Ram	8.0
The Tigger Movie	6.3
Waking the Dead	6.7
Love, Honor and Obey	6.5
Kaho Naa... Pyaar Hai	6.9
Lockdown	6.3
The House of Mirth	7.1
Vulgar	5.3
Screwed	5.7
Pokémon 3: The Movie	5.7
Sordid Lives	6.8
I Dreamed of Africa	5.6
Committed	5.2
Bait	5.7
Here on Earth	5.1
The Monkey's Mask	5.1
Timecode	6.2
O Fantasma	5.7
Chuck & Buck	6.6
The Isle	7.1
Devils on the Doorstep	8.3
The Next Best Thing	4.7
The Claim	6.5
Love & Sex	6.3
Vatel	6.6
The Specials	6.0
Greedy Guts	7.4
Happy Accidents	7.3
What Planet Are You From?	5.6
Vampire Hunter D: Bloodlust	7.7
Water Drops on Burning Rocks	6.9
Better Than Sex	6.4
Under the Sand	7.2
Come Undone	6.7
Greenfingers	6.9
Bread and Tulips	7.4
Panic	6.8
About Adam	6.0
Beautiful Creatures	5.9
Taxi 2 - Alta tensión	6.4
MVP: Most Valuable Primate	3.8
Italiano para principiantes	7.1
Restless	5.6
Maybe Baby	5.7
Fiza	6.1
El asalto	6.3
Digimon: The Movie	6.0
Sunset Strip	5.7
Harry Potter and the Sorcerer's Stone	7.5
The Lord of the Rings: The Fellowship of the Ring	8.8
El demonio	6.1
Mulholland Drive	8.0
Donnie Darko	8.1
Spirited Away	8.6
Lara Croft: Tomb Raider	5.8
A Beautiful Mind	8.2
Monsters, Inc.	8.1
Amélie	8.4
Training Day	7.7
Legally Blonde	6.2
Black Hawk Down	7.7
The Fast and the Furious	6.7
Shrek	7.9
Hannibal	6.8
Blow	7.6
Wet Hot American Summer	6.7
Planet of the Apes	5.7
Super Troopers	7.1
Ocean's Eleven	7.8
Pearl Harbor	6.1
Los otros	7.6
The Royal Tenenbaums	7.6
Amor en rojo	7.6
Rock Star	6.2
A.I. Artificial Intelligence	7.1
Y Tu Mamá También	7.7
The Princess Diaries	6.3
Spy Kids	5.4
Not Another Teen Movie	5.7
The Mummy Returns	6.3
Vanilla Sky	6.9
A Knight's Tale	6.9
Atlantis: The Lost Empire	6.8
Scary Movie 2	5.3
Sex and Lucia	7.2
From Hell	6.8
Bridget Jones's Diary	6.7
Thir13en Ghosts	5.6
Original Sin	6.0
American Pie 2	6.4
Enemy at the Gates	7.6
Zoolander	6.6
I Am Sam	7.6
The Piano Teacher	7.4
Serendipity	6.9
Jurassic Park III	5.9
Ali	6.8
Monster's Ball	7.1
Jay and Silent Bob Strike Back	6.9
Ghost World	7.4
Rat Race	6.4
Josie and the Pussycats	5.3
K-PAX	7.4
Shallow Hal	5.9
The Score	6.8
How High	6.3
Jason X	4.4
Swordfish	6.5
The Pledge	6.8
Session 9	6.5
Waking Life	7.8
Rush Hour 2	6.6
Frailty	7.3
Joe Dirt	5.9
Bully	7.0
The Mexican	6.1
The Devil's Backbone	7.5
Joy Ride	6.6
Along Came a Spider	6.3
The Man Who Wasn't There	7.6
Save the Last Dance	6.2
Behind Enemy Lines	6.4
Gosford Park	7.3
Bubble Boy	5.6
Evolution	6.1
Brotherhood of the Wolf	7.1
Juego de espías	7.1
Baby Boy	6.4
Kate & Leopold	6.4
Heartbreakers	6.2
Ghosts of Mars	4.9
Don't Say a Word	6.3
Osmosis Jones	6.3
Cocodrilo Dundee en Hollywood	4.8
The Believer	7.2
Sweet November	6.7
Bandits	6.5
The Last Castle	6.9
Valentine	4.7
The Wedding Planner	5.2
Lagaan: Once Upon a Time in India	8.2
Shaolin Soccer	7.3
The Experiment	7.8
15 Minutes	6.1
Hearts in Atlantis	6.9
Pootie Tang	5.2
Intimidad	6.2
The Majestic	6.9
Life as a House	7.5
Kiss of the Dragon	6.6
